State abbreviation,Grade,Subject,Parent Standard ID,Standard ID,Level,Standard Order,Standard Number,Standard Category,Standard Text,Adopted Year,Corresponding CA CCSS for ELA/Literacy
CA,K,English Language Learners,2d794197-1c85-444a-a0fc-d1ef885c7485,cea0943b-48fb-4932-b411-994fb6d42808,5,'13303494003004003002,I.C.12.B.b.,Mode of Communication,"Use a wide variety of general academic and domain_specific words, synonyms, antonyms, and non_literal language to create an effect (e.g., using the word suddenly to signal a change) or to create shades of meaning (e.g., The cat’s fur was as white as snow.) while speaking and composing.",2012,"W.K.5, SL.K.4, SL.K.6, L.K.1, L.K.5, L.K.6"
CA,K,English Language Learners,0,c8f8b960-40d2-4ed3-ae47-3b783aff451a,1,'13303495000000000000,CA.II.,Knowledge of Language,Part II: Learning About How English Works,2012,
CA,K,English Language Learners,c8f8b960-40d2-4ed3-ae47-3b783aff451a,433738cf-2b3a-4213-b164-ad5951e31933,2,'13303495001000000000,II.A.,Knowledge of Language,Structuring Cohesive Texts,2012,
CA,K,English Language Learners,433738cf-2b3a-4213-b164-ad5951e31933,41f22087-5c46-4071-ba7b-26bbe10f493d,3,'13303495001001000000,II.A.1.,Knowledge of Language,Understanding text structure,2012,"RL.K.5, RI.K.5, W.K.1, W.K.2, W.K.3, W.K.5, SL.K.4"
CA,K,English Language Learners,41f22087-5c46-4071-ba7b-26bbe10f493d,58ccdc33-8d1d-4dd6-b09e-0cd9a07733b3,4,'13303495001001001000,II.A.1.EM.,Knowledge of Language,Emerging,2012,
CA,K,English Language Learners,58ccdc33-8d1d-4dd6-b09e-0cd9a07733b3,0e2f7fac-9cd2-4128-9f6d-10a01d07c965,5,'13303495001001001001,II.A.1.EM.a.,Knowledge of Language,"Apply understanding of how text types are organized (e.g., how a story is organized by a sequence of events) to comprehending and composing texts in shared language activities guided by the teacher, with peers, and sometimes independently.",2012,"RL.K.5, RI.K.5, W.K.1, W.K.2, W.K.3, W.K.5, SL.K.4"
CA,K,English Language Learners,41f22087-5c46-4071-ba7b-26bbe10f493d,36142d52-b1c0-4c09-954d-6436c5797a11,4,'13303495001001002000,II.A.1.EX.,Knowledge of Language,Expanding,2012,
CA,K,English Language Learners,36142d52-b1c0-4c09-954d-6436c5797a11,65c82890-8c11-474b-8b87-659a75cf1ad1,5,'13303495001001002001,II.A.1.EX.a.,Knowledge of Language,"Apply understanding of how different text types are organized to express ideas (e.g., how a story is organized sequentially with predictable stages versus how an informative text is organized by topic and details) to comprehending texts and composing texts in shared language activities guided by the teacher, collaboratively with peers, and with increasing independence.",2012,"RL.K.5, RI.K.5, W.K.1, W.K.2, W.K.3, W.K.5, SL.K.4"
CA,K,English Language Learners,41f22087-5c46-4071-ba7b-26bbe10f493d,8a1dbf2e-f85b-4103-a014-0ac54d053392,4,'13303495001001003000,II.A.1.B.,Knowledge of Language,Bridging,2012,
CA,K,English Language Learners,8a1dbf2e-f85b-4103-a014-0ac54d053392,77104fa8-203c-4eb7-bd26-961c0f3264e4,5,'13303495001001003001,II.A.1.B.a.,Knowledge of Language,"Apply understanding of how different text types are organized predictably (e.g., a narrative text versus an informative text versus an opinion text) to comprehending texts and composing texts in shared language activities guided by the teacher, with peers, and independently.",2012,"RL.K.5, RI.K.5, W.K.1, W.K.2, W.K.3, W.K.5, SL.K.4"
CA,K,English Language Learners,433738cf-2b3a-4213-b164-ad5951e31933,b17b0e5c-bfd2-4005-99f7-2bca2d3617bd,3,'13303495001002000000,II.A.2.,Knowledge of Language,Understanding cohesion,2012,"RL.K.5, RI.K.5, W.K.1, W.K.2, W.K.3, W.K.5, SL.K.4, L.K.1"
CA,K,English Language Learners,b17b0e5c-bfd2-4005-99f7-2bca2d3617bd,3fa30e82-022e-459a-9f37-2a3276caea34,4,'13303495001002001000,II.A.2.EM.,Knowledge of Language,Emerging,2012,
CA,K,English Language Learners,3fa30e82-022e-459a-9f37-2a3276caea34,5272b05e-700b-441d-b403-0173b04ef997,5,'13303495001002001001,II.A.2.EM.a.,Knowledge of Language,"Apply basic understanding of how ideas, events, or reasons are linked throughout a text using more everyday connecting words or phrases (e.g., one time, then) to comprehending texts and composing texts in shared language activities guided by the teacher, with peers, and sometimes independently.",2012,"RL.K.5, RI.K.5, W.K.1, W.K.2, W.K.3, W.K.5, SL.K.4, L.K.1"
CA,K,English Language Learners,b17b0e5c-bfd2-4005-99f7-2bca2d3617bd,1751e981-08c2-4272-8967-d6076ad0828b,4,'13303495001002002000,II.A.2.EX.,Knowledge of Language,Expanding,2012,
CA,K,English Language Learners,1751e981-08c2-4272-8967-d6076ad0828b,ab84c5db-d8c7-4528-9b8f-3de4cf95740d,5,'13303495001002002001,II.A.2.EX.a.,Knowledge of Language,"Apply understanding of how ideas, events, or reasons are linked throughout a text using a growing number of connecting words or phrases (e.g., next, after a long time) to comprehending texts and composing texts in shared language activities guided by the teacher, collaboratively with peers, and with increasing independence.",2012,"RL.K.5, RI.K.5, W.K.1, W.K.2, W.K.3, W.K.5, SL.K.4, L.K.1"
CA,K,English Language Learners,b17b0e5c-bfd2-4005-99f7-2bca2d3617bd,f5a5605e-4d7f-4f7e-ac67-93308b13a55e,4,'13303495001002003000,II.A.2.B.,Knowledge of Language,Bridging,2012,
CA,K,English Language Learners,f5a5605e-4d7f-4f7e-ac67-93308b13a55e,d28cd1fe-5642-48fe-bb88-491967fda140,5,'13303495001002003001,II.A.2.B.a.,Knowledge of Language,"Apply understanding of how ideas, events, or reasons are linked throughout a text using a variety of connecting words or phrases (e.g., first/second/third, once, at the end) to comprehending texts and composing texts in shared language activities guided by the teacher, with peers, and independently.",2012,"RL.K.5, RI.K.5, W.K.1, W.K.2, W.K.3, W.K.5, SL.K.4, L.K.1"
CA,K,English Language Learners,c8f8b960-40d2-4ed3-ae47-3b783aff451a,214aa3a2-ceff-4c5f-b76f-7f05dd7a649d,2,'13303495002000000000,II.B.,Knowledge of Language,Expanding and Enriching Ideas,2012,
CA,K,English Language Learners,214aa3a2-ceff-4c5f-b76f-7f05dd7a649d,831fe1e6-ecfa-426a-8ae1-03bdadd8795e,3,'13303495002001000000,II.B.3.,Knowledge of Language,Using verbs and verb phrases,2012,"W.K.5, SL.K.6, L.K.1, L.K.6"
CA,K,English Language Learners,831fe1e6-ecfa-426a-8ae1-03bdadd8795e,5386d3af-866b-4220-b22e-a73054bd7aba,4,'13303495002001001000,II.B.3.EM.,Knowledge of Language,Emerging,2012,
CA,K,English Language Learners,5386d3af-866b-4220-b22e-a73054bd7aba,ebef9288-6862-4c4a-9817-b699fd38e2ef,5,'13303495002001001001,II.B.3.EM.a.,Knowledge of Language,"Use frequently used verbs (e.g., go, eat, run) and verb types (e.g., doing, saying, being/having, thinking/feeling) in shared language activities guided by the teacher and with increasing independence.",2012,"W.K.5, SL.K.6, L.K.1, L.K.6"
CA,K,English Language Learners,5386d3af-866b-4220-b22e-a73054bd7aba,a88d79c7-3ca6-400d-92a4-31556e187d92,5,'13303495002001001002,II.B.3.EM.b.,Knowledge of Language,"Use simple verb tenses appropriate for the text type and discipline to convey time (e.g., simple past for recounting an experience) in shared language activities guided by the teacher and with increasing independence.",2012,"W.K.5, SL.K.6, L.K.1, L.K.6"
CA,K,English Language Learners,831fe1e6-ecfa-426a-8ae1-03bdadd8795e,27d9c537-23b8-4aef-84de-cb76d39d90fb,4,'13303495002001002000,II.B.3.EX.,Knowledge of Language,Expanding,2012,
CA,K,English Language Learners,27d9c537-23b8-4aef-84de-cb76d39d90fb,acce9ad3-5cef-45d6-bedc-259a15039505,5,'13303495002001002001,II.B.3.EX.a.,Knowledge of Language,"Use a growing number of verbs and verb types (e.g., doing, saying, being/having, thinking/feeling) in shared language activities guided by the teacher and independently.",2012,"W.K.5, SL.K.6, L.K.1, L.K.6"
CA,K,English Language Learners,27d9c537-23b8-4aef-84de-cb76d39d90fb,37942085-2ea6-467b-b0c2-1bc4b7ae5758,5,'13303495002001002002,II.B.3.EX.b.,Knowledge of Language,"Use a growing number of verb tenses appropriate for the text type and discipline to convey time (e.g., simple past tense for retelling, simple present for a science description) in shared language activities guided by the teacher and independently.",2012,"W.K.5, SL.K.6, L.K.1, L.K.6"
CA,K,English Language Learners,831fe1e6-ecfa-426a-8ae1-03bdadd8795e,154b8059-e51f-4fd6-b42a-1240152d2e13,4,'13303495002001003000,II.B.3.B.,Knowledge of Language,Bridging,2012,
CA,K,English Language Learners,154b8059-e51f-4fd6-b42a-1240152d2e13,3dd98c5a-ac6f-466d-a2bf-034cd603bbac,5,'13303495002001003001,II.B.3.B.a.,Knowledge of Language,"Use a wide variety of verbs and verb types (e.g., doing, saying, being/having, thinking/feeling) in shared language activities guided by the teacher and independently.",2012,"W.K.5, SL.K.6, L.K.1, L.K.6"
CA,K,English Language Learners,154b8059-e51f-4fd6-b42a-1240152d2e13,9427dc9a-a042-4aa6-a9a4-7ecaf424c517,5,'13303495002001003002,II.B.3.B.b.,Knowledge of Language,"Use a wide variety of verb tenses appropriate for the text type and discipline to convey time (e.g., simple present for a science description, simple future to predict) in shared language activities guided by the teacher and independently.",2012,"W.K.5, SL.K.6, L.K.1, L.K.6"
CA,K,English Language Learners,214aa3a2-ceff-4c5f-b76f-7f05dd7a649d,a81507c9-fc58-414d-a3c3-4531624f7a74,3,'13303495002002000000,II.B.4.,Knowledge of Language,Using nouns and noun phrases,2012,"W.K.5, SL.K.6, L.K.1, L.K.6"
CA,K,English Language Learners,a81507c9-fc58-414d-a3c3-4531624f7a74,b4b371ce-3a77-4736-94da-55eab578bec2,4,'13303495002002001000,II.B.4.EM.,Knowledge of Language,Emerging,2012,
CA,K,English Language Learners,b4b371ce-3a77-4736-94da-55eab578bec2,39752a7f-59d2-49f1-8a50-91ae8892cbed,5,'13303495002002001001,II.B.4.EM.a.,Knowledge of Language,"Expand noun phrases in simple ways (e.g., adding a familiar adjective to describe a noun) in order to enrich the meaning of sentences and add details about ideas, people, things, etc., in shared language activities guided by the teacher and sometimes independently.",2012,"W.K.5, SL.K.6, L.K.1, L.K.6"
CA,K,English Language Learners,a81507c9-fc58-414d-a3c3-4531624f7a74,71a5fa56-385f-4d5c-ba74-e55753ebf3b4,4,'13303495002002002000,II.B.4.EX.,Knowledge of Language,Expanding,2012,
CA,K,English Language Learners,71a5fa56-385f-4d5c-ba74-e55753ebf3b4,9b1ac585-37aa-4613-8a71-85ab35e09c73,5,'13303495002002002001,II.B.4.EX.a.,Knowledge of Language,"Expand noun phrases in a growing number of ways (e.g., adding a newly learned adjective to a noun) in order to enrich the meaning of sentences and add details about ideas, people, things, etc., in shared language activities guided by the teacher and with increasing independence.",2012,"W.K.5, SL.K.6, L.K.1, L.K.6"
CA,K,English Language Learners,a81507c9-fc58-414d-a3c3-4531624f7a74,f706201b-dd94-4c5d-b981-2d9a878a05bb,4,'13303495002002003000,II.B.4.B.,Knowledge of Language,Bridging,2012,
CA,K,English Language Learners,f706201b-dd94-4c5d-b981-2d9a878a05bb,1633389d-ce30-4442-8596-8bda57ee018b,5,'13303495002002003001,II.B.4.B.a.,Knowledge of Language,"Expand noun phrases in a wide variety of ways (e.g., adding a variety of adjectives to noun phrases) in order to enrich the meaning of phrases/sentences and add details about ideas, people, things, etc., in shared language activities guided by the teacher and independently.",2012,"W.K.5, SL.K.6, L.K.1, L.K.6"
CA,K,English Language Learners,214aa3a2-ceff-4c5f-b76f-7f05dd7a649d,39cd1329-4e32-4d45-a041-4e80fec6c05b,3,'13303495002003000000,II.B.5.,Knowledge of Language,Modifying to add details,2012,"W.K.5, SL.K.4, SL.K.6, L.K.1, L.K.6"
CA,K,English Language Learners,39cd1329-4e32-4d45-a041-4e80fec6c05b,6b6cf204-0284-475c-beb2-c0989e1ce9cb,4,'13303495002003001000,II.B.5.EM.,Knowledge of Language,Emerging,2012,
CA,K,English Language Learners,6b6cf204-0284-475c-beb2-c0989e1ce9cb,3c5f1f0a-cd62-40e1-9ad1-36bd5a3226f1,5,'13303495002003001001,II.B.5.EM.a.,Knowledge of Language,"Expand sentences with frequently used prepositional phrases (such as in the house, on the boat) to provide details (e.g., time, manner, place, cause) about a familiar activity or process in shared language activities guided by the teacher and sometimes independently.",2012,"W.K.5, SL.K.4, SL.K.6, L.K.1, L.K.6"
CA,K,English Language Learners,39cd1329-4e32-4d45-a041-4e80fec6c05b,c39e1308-0208-426b-80fc-e0b9b9a810ee,4,'13303495002003002000,II.B.5.EX.,Knowledge of Language,Expanding,2012,
CA,K,English Language Learners,c39e1308-0208-426b-80fc-e0b9b9a810ee,f6669c90-9962-42fa-92b5-404c3ba2f58d,5,'13303495002003002001,II.B.5.EX.a.,Knowledge of Language,"Expand sentences with prepositional phrases to provide details (e.g., time, manner, place, cause) about a familiar or new activity or process in shared language activities guided by the teacher and with increasing independence.",2012,"W.K.5, SL.K.4, SL.K.6, L.K.1, L.K.6"
CA,K,English Language Learners,39cd1329-4e32-4d45-a041-4e80fec6c05b,200f6b44-0532-446e-b559-20c9dde00f52,4,'13303495002003003000,II.B.5.B.,Knowledge of Language,Bridging,2012,
CA,K,English Language Learners,200f6b44-0532-446e-b559-20c9dde00f52,7d1d54a5-6868-494a-90a7-a054fedf6a3a,5,'13303495002003003001,II.B.5.B.a.,Knowledge of Language,"Expand simple and compound sentences with prepositional phrases to provide details (e.g., time, manner, place, cause) in shared language activities guided by the teacher and independently.",2012,"W.K.5, SL.K.4, SL.K.6, L.K.1, L.K.6"
CA,K,English Language Learners,c8f8b960-40d2-4ed3-ae47-3b783aff451a,7e83675e-a8aa-4efd-95eb-777c23b535a7,2,'13303495003000000000,II.C.,Knowledge of Language,Connecting and Condensing Ideas,2012,
CA,K,English Language Learners,7e83675e-a8aa-4efd-95eb-777c23b535a7,465140a4-9693-4d42-899c-2a4cc8fef794,3,'13303495003001000000,II.C.6.,Knowledge of Language,Connecting ideas,2012,"W.K.1, W.K.2, W.K.3, W.K.5, SL.K.4, SL.K.6, L.K.1, L.K.6"
CA,K,English Language Learners,465140a4-9693-4d42-899c-2a4cc8fef794,65199acb-ce2f-44cd-b63b-04d346a7dc51,4,'13303495003001001000,II.C.6.EM.,Knowledge of Language,Emerging,2012,
CA,K,English Language Learners,65199acb-ce2f-44cd-b63b-04d346a7dc51,02354641-3d92-4f6f-8827-c1b3e4f8dfe3,5,'13303495003001001001,II.C.6.EM.a.,Knowledge of Language,"Combine clauses in a few basic ways to make connections between and join ideas (e.g., creating compound sentences using and, but, so) in shared language activities guided by the teacher and sometimes independently.",2012,"W.K.1, W.K.2, W.K.3, W.K.5, SL.K.4, SL.K.6, L.K.1, L.K.6"
CA,K,English Language Learners,465140a4-9693-4d42-899c-2a4cc8fef794,520ec33e-d47c-4165-87a3-9cffc00d185d,4,'13303495003001002000,II.C.6.EX.,Knowledge of Language,Expanding,2012,
CA,K,English Language Learners,520ec33e-d47c-4165-87a3-9cffc00d185d,2d2c64fe-d3b7-4811-9727-e7f0a5e18d50,5,'13303495003001002001,II.C.6.EX.a.,Knowledge of Language,"Combine clauses in an increasing variety of ways to make connections between and join ideas, for example, to express cause/effect (e.g., She jumped because the dog barked.) in shared language activities guided by the teacher and with increasing independence.",2012,"W.K.1, W.K.2, W.K.3, W.K.5, SL.K.4, SL.K.6, L.K.1, L.K.6"
CA,K,English Language Learners,465140a4-9693-4d42-899c-2a4cc8fef794,ecaadc62-8de0-4db5-836c-1fe5caa71430,4,'13303495003001003000,II.C.6.B.,Knowledge of Language,Bridging,2012,
CA,K,English Language Learners,ecaadc62-8de0-4db5-836c-1fe5caa71430,0704057a-33f0-4c82-8d68-9bb714871601,5,'13303495003001003001,II.C.6.B.a.,Knowledge of Language,"Combine clauses in a wide variety of ways (e.g., rearranging complete simple sentences to form compound sentences) to make connections between and join ideas (e.g., The boy was hungry. The boy ate a sandwich. _> The boy was hungry so he ate a sandwich.) in shared language activities guided by the teacher and independently.",2012,"W.K.1, W.K.2, W.K.3, W.K.5, SL.K.4, SL.K.6, L.K.1, L.K.6"
CA,K,English Language Learners,7e83675e-a8aa-4efd-95eb-777c23b535a7,58744d4f-17da-4536-8852-5b2b39d159b0,3,'13303495003002000000,II.C.7.,Knowledge of Language,Condensing ideas,2012,Not applicable at kindergarten
CA,K,English Language Learners,58744d4f-17da-4536-8852-5b2b39d159b0,dc981c6f-1668-4939-94e9-e39e4e17c35b,4,'13303495003002001000,II.C.7.EM.,Knowledge of Language,Emerging,2012,
CA,K,English Language Learners,dc981c6f-1668-4939-94e9-e39e4e17c35b,adbd6e88-ca3d-41ab-842b-5bd904312402,5,'13303495003002001001,,Knowledge of Language,No standard for kindergarten.,2012,Not applicable at kindergarten
CA,K,English Language Learners,58744d4f-17da-4536-8852-5b2b39d159b0,060e2e27-19c9-46ef-823a-26f1c589b40d,4,'13303495003002002000,II.C.7.EX.,Knowledge of Language,Expanding,2012,
CA,K,English Language Learners,060e2e27-19c9-46ef-823a-26f1c589b40d,5e480d86-60b1-448e-baf7-40c825a5bee3,5,'13303495003002002001,,,No standard for kindergarten.,2012,Not applicable at kindergarten
CA,K,English Language Learners,58744d4f-17da-4536-8852-5b2b39d159b0,df29fb69-8686-41e8-acc9-55b884f9de2b,4,'13303495003002003000,II.C.7.B.,Knowledge of Language,Bridging,2012,
CA,K,English Language Learners,df29fb69-8686-41e8-acc9-55b884f9de2b,69f7599f-b7ba-4565-a5e5-31a11762dc7e,5,'13303495003002003001,,,No standard for kindergarten.,2012,Not applicable at kindergarten
CA,K,English Language Learners,0,1d4b512c-e70a-49cf-b9cf-14b98e6432f0,1,'13303496000000000000,CA.III.,Text and Discourse,Part III: Using Foundational Literacy Skills,2012,
CA,K,English Language Learners,1d4b512c-e70a-49cf-b9cf-14b98e6432f0,f3d3650b-970b-456a-af32-270cecb2e68f,2,'13303496001000000000,III.A.,Text and Discourse,Foundational Literacy Skills:,2012,
CA,K,English Language Learners,f3d3650b-970b-456a-af32-270cecb2e68f,140c8b75-a094-4727-aa3c-d1f376e8e2ba,3,'13303496001001000000,III.A.1.,Text and Discourse,Literacy in an Alphabetic Writing System,2012,
CA,K,English Language Learners,140c8b75-a094-4727-aa3c-d1f376e8e2ba,f156a10e-f438-4d2e-9f98-72c9ce866c02,4,'13303496001001001000,III.A.1.a.,Text and Discourse,Print concepts,2012,
CA,K,English Language Learners,140c8b75-a094-4727-aa3c-d1f376e8e2ba,e2ae476a-be30-493d-ac4b-b73890713623,4,'13303496001001002000,III.A.1.b.,Text and Discourse,Phonological awareness,2012,
CA,K,English Language Learners,140c8b75-a094-4727-aa3c-d1f376e8e2ba,baad132e-b26b-463d-ae1e-e9d7c2ae5ba7,4,'13303496001001003000,III.A.1.c.,Text and Discourse,Phonics & word recognition,2012,
CA,K,English Language Learners,140c8b75-a094-4727-aa3c-d1f376e8e2ba,4d81a1b1-6066-4d1b-a007-5dab0743ac71,4,'13303496001001004000,III.A.1.d.,Text and Discourse,Fluency,2012,
CA,1,English Language Learners,0,f0a913b1-1dfe-4491-95f1-4d6c057c912a,1,'13303497000000000000,CA.I.,Mode of Communication,Part I: Interacting in Meaningful Ways,2012,
CA,1,English Language Learners,f0a913b1-1dfe-4491-95f1-4d6c057c912a,0177f848-9ad0-4cc3-bf39-bfbdc93eacbf,2,'13303497001000000000,I.A.,Mode of Communication,Collaborative,2012,
CA,1,English Language Learners,0177f848-9ad0-4cc3-bf39-bfbdc93eacbf,7a05385d-3e73-432f-84a1-c72f0a5b1f9a,3,'13303497001001000000,I.A.1.,Mode of Communication,Exchanging information and ideas with others through oral collaborative conversations on a range of social and academic topics,2012,"SL.1.1, SL.1.6, L.1.1, L.1.6"
